Category,Description,Price,Location,"Image URL"
"Magasins, Commerces et Locaux industriels","Lac 2 L. Commercial à louer 28041803","2500 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=fc/fcf2d88c-3092-487b-8434-c2fcf6c1b42e&w=300
Appartements,"A louer appartement S+3 haut standing à Jardin de Carthage","1740 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=4b/4bc7258d-ffa8-4655-9e96-988e66b9ed4c&w=300
"Jeux vidéo et Consoles","jeux ps4","55 TND","Ariana, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9f/9f6428bf-ed5b-4ac7-ac1e-5e84b0af33a0&w=300
Téléphones,"iPhone 11🔋86% Jamais réparé Validé","1050 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=11/11df72ae-1787-4995-8680-08a0e262e706&w=300
Appartements,"🏠 𝐄𝐍𝐍𝐀𝐒𝐑 2 ; 𝐚̀ 𝐥𝐨𝐮𝐞𝐫 𝗮𝗽𝗽𝘁 𝐒+3 haut stg🏠"," TND","Ariana, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d0/d03d7ad1-5186-4c14-b210-0019431965b1.jpg&w=100&w=300
"Terrains et Fermes","vente terrain ariana essoghra 170m²","203999 TND","Ariana, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=27/27cabb5a-173c-4027-8920-3d9ac090b7ac&w=100&w=300
Voitures,"Renault Megane 1er main "," TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a2/a28ef612-8894-47cc-bdb5-75345169642e&w=300
"Ordinateurs portables","Des unités siemens/8G ","455 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=89/8977ce3c-15a0-4603-b915-2b1eadb3578d&w=300
"Maisons et Villas","vente menzah1 villa 2s+2 plus open space ","694999 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=27/27cabb5a-173c-4027-8920-3d9ac090b7ac&w=100&w=300
Appartements,"vente ennasr2 duplex haut standing clinique amilcar ","569000 TND","Ariana, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=27/27cabb5a-173c-4027-8920-3d9ac090b7ac&w=100&w=300
Appartements,"🏠𝐄𝐍𝐍𝐀𝐒𝐑 2 ; à LOUER 𝘼𝙥𝙥𝙩 𝐒+3 𝐇𝐚𝐮𝐭 𝐒𝐓𝐆🏠"," TND","Ariana, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d0/d03d7ad1-5186-4c14-b210-0019431965b1.jpg&w=100&w=300
Voitures,"hyandai i10"," TND","Jendouba, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3b/3b6e8c42-0e85-4cad-958f-4ec99fe9f40f&w=300
Téléphones,"18W FAST iphone Originale Apple","160 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c4/c4dfc629-e2e8-436e-baaf-dbd64784c0cb&w=300
"Maisons et Villas","450d a louer s+2 tel:26087768","450 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=60/6018a870-40c8-4028-b8c7-441dce4b8398&w=300
"Sports et Loisirs","sport fitness amincissement power plate plateforme vibrante"," TND","Monastir, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f5/f5f32dfc-c5c8-4b52-8f48-860613e4aec6&w=300
"Ordinateurs portables","Nouvelle arrivage : Des Unités i7 8200 HP /8G ","10 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=78/78c40a44-bb03-4538-973f-28643bdca8c1&w=300
Téléphones,"iPhone 11 Duos Jamais réparé Validé","880 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ae/ae3237e4-03a8-49e8-af63-f1f28b1d4edc&w=300
Voitures,"Ford Fiesta titanium ","27500 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=43/43191dec-0c2d-4093-9766-122fb10afe14&w=300
Voitures,"Haval Jolion modèle 2021","80000 TND","Sousse, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=02/02ba7236-f749-460e-942e-c37698a3cde6&w=300
Motos,"mini quad enfant max 10 ans prix 2600 dinars ferme تخطف بالخيط MONASTIR","2600 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=11/11780a3a-9c9a-426f-84d6-50e7ceaabf0d&w=300
Appartements,"À VENDRE Excellent Appartement de type S+1 à cité wahat l'aouina ","2900 TND","Tunis, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=04/img-20211007-wa0001_720.jpg&w=100&w=300
"Maisons et Villas","vente ariana maison deux nivaux jumelée ","198999 TND","Ariana, 17 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=27/27cabb5a-173c-4027-8920-3d9ac090b7ac&w=100&w=300
